,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
2742,Part-Time,Zone B,Part-Time,Production       ,Aerial,MA,Lineman,Female,17633,Other,Single,73.83,1
1164,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Technician,Female,69254,Asian,Divorced,,1
949,Full-Time,Zone B,Temporary,Sales,Field Operations,MA,Supervisor,Female,30890,Other,Single,66.39,1
603,Contract,Zone C,Temporary,Software Engineering,Field Operations,MA,Foreman,Male,75783,Black,Single,69.57,1
618,Full-Time,Zone C,Temporary,Admin Offices,Catv,MA,Foreman,Female,11164,Black,Single,61.24,1
1413,Full-Time,Zone B,Part-Time,Production       ,General - Eng,MA,Drafter,Female,56925,Hispanic,Single,55.49,1
1331,Part-Time,Zone B,Part-Time,Production       ,Splicing,MA,Administrator,Male,61791,White,Single,,1
872,Contract,Zone B,Full-Time,Production       ,Aerial,MA,Foreman,Female,95571,Asian,Widowed,71.23,1
1045,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Field Project Manager,Male,46068,Other,Single,,1
2076,Contract,Zone C,Temporary,IT/IS,General - Con,MA,Clerk,Male,6113,White,Married,,1
2103,Part-Time,Zone C,Temporary,Software Engineering,Yard (Material Handling),MA,Attendant,Male,75065,White,Divorced,44.16,1
2364,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Driller,Male,43706,White,Widowed,,1
1606,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Laborer,Female,47570,White,Divorced,,1
2696,Full-Time,Zone C,Part-Time,Production       ,Splicing,MA,Project Manager,Male,94273,Hispanic,Married,73.83,1
115,Contract,Zone A,Temporary,Sales,Field Operations,IN,Manager,Male,45456,White,Married,77.0,1
2730,Contract,Zone A,Full-Time,Production       ,Billable Consultants,MA,Engineer,Female,25266,White,Divorced,,1
2031,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),MA,Technician,Male,59127,Other,Widowed,45.25,1
984,Part-Time,Zone C,Part-Time,Production       ,Aerial,MA,Foreman,Female,78612,Hispanic,Married,,1
2065,Full-Time,Zone C,Temporary,Software Engineering,General - Con,MA,Laborer,Male,34504,White,Married,67.72,1
970,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Male,1801,Other,Single,,1
123,Part-Time,Zone C,Temporary,Sales,Wireline Construction,TX,Billing,Male,57754,White,Divorced,,0
2540,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Administrator,Female,2130,Other,Married,41.56,1
1,Contract,Zone A,Part-Time,Production       ,Aerial,MA,Labor,Male,6593,Hispanic,Widowed,,1
2533,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Technician,Female,30280,White,Divorced,,1
2844,Contract,Zone B,Part-Time,Production       ,Engineers,MA,Engineer,Male,72709,Asian,Divorced,,0
2923,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,MA,Technician,Female,41824,Hispanic,Divorced,51.5,1
1677,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,73771,Hispanic,Widowed,,1
1382,Contract,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Supervisor,Female,21417,Other,Divorced,,1
856,Full-Time,Zone C,Full-Time,Production       ,General - Eng,MA,Drafter,Female,72581,Asian,Married,,1
784,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Splicer,Male,37834,Other,Widowed,43.14,0
1609,Contract,Zone A,Part-Time,Production       ,Aerial,MA,Laborer,Female,1372,Asian,Single,,1
1279,Contract,Zone A,Full-Time,IT/IS,Aerial,MA,Supervisor,Female,81407,Hispanic,Married,34.83,1
79,Full-Time,Zone B,Temporary,Sales,Field Operations,IN,Technician,Male,38740,Other,Married,36.57,1
2394,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Male,36681,Hispanic,Single,,1
2048,Part-Time,Zone C,Temporary,Production       ,General - Con,MA,Splicer,Male,14857,White,Single,,0
1431,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Lineman,Female,16981,Asian,Widowed,,1
754,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,MA,Laborer,Male,14795,Other,Married,,1
884,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Specialist,Male,32645,Asian,Single,,1
2432,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Engineer,Male,36227,Other,Divorced,79.5,1
2710,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Female,50624,Other,Single,29.83,0
498,Contract,Zone C,Part-Time,IT/IS,General - Sga,MA,Vp,Male,64495,Hispanic,Widowed,,0
630,Full-Time,Zone A,Full-Time,Software Engineering,Wireline Construction,MA,Foreman,Male,18240,Asian,Widowed,,1
952,Part-Time,Zone A,Temporary,Admin Offices,General - Sga,MA,Supervisor,Male,64384,White,Widowed,,1
961,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Construction Manager,Female,31721,Black,Single,,1
967,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Male,2134,Black,Married,,1
2474,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,MA,Foreman,Female,52065,White,Single,,1
1962,Contract,Zone C,Part-Time,Production       ,General - Eng,MA,Administrative,Male,35338,White,Widowed,,1
1886,Part-Time,Zone C,Full-Time,IT/IS,Shop (Fleet),MA,Shop,Male,40706,Asian,Divorced,,1
2798,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Foreman,Female,8088,White,Divorced,,1
648,Part-Time,Zone B,Full-Time,Software Engineering,Engineers,MA,Engineer,Male,76670,Asian,Married,,1
1733,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Female,5804,Other,Married,,1
2393,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,MA,Laborer,Male,42750,Hispanic,Divorced,45.32,1
1848,Part-Time,Zone B,Full-Time,Production       ,Yard (Material Handling),MA,Runner,Male,2169,Asian,Married,74.31,1
2578,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Technician,Female,57657,Hispanic,Widowed,,1
2352,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Male,88158,Hispanic,Married,,1
1907,Contract,Zone A,Temporary,IT/IS,Engineers,MA,Engineer,Male,93589,Asian,Single,,1
2535,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Technician,Female,2798,Hispanic,Single,42.81,1
2104,Part-Time,Zone B,Full-Time,Software Engineering,Executive,MA,Manager,Male,10274,Black,Widowed,,1
562,Full-Time,Zone C,Part-Time,IT/IS,General - Con,MA,Foreman,Female,43953,Asian,Widowed,,1
990,Full-Time,Zone C,Part-Time,Production       ,Aerial,MA,Supervisor,Female,10875,Other,Single,75.91,1
1301,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Foreman,Male,2452,White,Divorced,52.17,1
658,Contract,Zone B,Full-Time,Software Engineering,General - Con,MA,Lineman,Male,18707,Other,Divorced,72.25,1
678,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Female,2176,Hispanic,Single,76.14,0
2941,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Apprentice,Male,61176,Black,Married,34.5,0
269,Contract,Zone B,Part-Time,Production       ,Wireless,MA,Foreman,Female,74423,Hispanic,Widowed,35.48,0
1286,Contract,Zone B,Full-Time,IT/IS,General - Con,MA,Flagger,Female,1218,Asian,Married,,1
971,Part-Time,Zone C,Full-Time,Production       ,Splicing,MA,Runner,Female,2451,White,Single,52.05,1
887,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Technician,Female,91553,White,Divorced,,1
1095,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Operator,Male,49777,Hispanic,Married,,1
867,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,MA,Laborer,Female,58589,Hispanic,Single,,1
2842,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,92624,Asian,Married,24.41,1
2358,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Top Hand,Male,96368,Hispanic,Widowed,57.57,1
1243,Contract,Zone A,Full-Time,IT/IS,Splicing,MA,Laborer,Female,4772,Other,Widowed,64.56,1
35,Contract,Zone A,Full-Time,Sales,Field Operations,CO,Coordinator,Male,27270,Hispanic,Divorced,82.32,1
2294,Full-Time,Zone A,Full-Time,Sales,Shop (Fleet),NC,Manager,Male,6085,Hispanic,Married,,1
166,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Foreman,Male,48453,Asian,Married,75.14,1
1914,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Mechanic,Female,36574,Hispanic,Divorced,40.89,1
1428,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Locator,Male,42024,Other,Married,,0
2382,Full-Time,Zone C,Part-Time,Production       ,Splicing,MA,Splicer,Male,39078,Hispanic,Single,,1
2224,Contract,Zone C,Full-Time,Sales,Project Management - Con,WA,Coordinator,Female,30181,Hispanic,Divorced,32.91,1
1069,Part-Time,Zone A,Full-Time,Production       ,Splicing,MA,Technician,Male,27412,White,Widowed,,1
2968,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Driver,Female,88306,Other,Widowed,49.33,0
858,Part-Time,Zone C,Full-Time,Production       ,General - Eng,MA,Supervisor,Male,89374,Hispanic,Widowed,,1
925,Contract,Zone B,Full-Time,Admin Offices,Field Operations,MA,Technician,Male,43568,Other,Divorced,,1
2973,Full-Time,Zone C,Temporary,Production       ,Shop (Fleet),MA,Mechanic,Female,90974,Black,Divorced,54.74,1
2920,Contract,Zone C,Temporary,Production       ,Catv,MA,Operator,Female,17960,Hispanic,Divorced,,0
1292,Contract,Zone B,Temporary,IT/IS,Field Operations,MA,Laborer,Male,93155,Hispanic,Widowed,31.24,1
2683,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Apprentice,Female,51909,Hispanic,Single,68.16,1
417,Part-Time,Zone C,Temporary,Executive Office,General - Con,MA,Laborer,Male,49677,White,Single,63.9,1
286,Full-Time,Zone B,Temporary,Production       ,General - Sga,MA,Administrator,Male,87025,Hispanic,Widowed,39.24,1
2553,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Technician,Female,1876,Hispanic,Divorced,67.31,1
2518,Full-Time,Zone B,Temporary,Production       ,Aerial,MA,Foreman,Male,26477,White,Widowed,,0
2496,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Female,79321,White,Married,44.99,1
2638,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Tower Hand,Female,15364,Black,Divorced,48.48,1
1655,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,53786,Black,Single,63.42,1
2751,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Administrator,Female,45258,White,Married,,0
2549,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Male,2136,Hispanic,Divorced,,0
2152,Full-Time,Zone C,Full-Time,Sales,General - Eng,AZ,Administrative,Female,85006,White,Married,,1
2105,Contract,Zone A,Part-Time,IT/IS,General - Con,MA,Technician,Male,85461,Other,Widowed,52.73,1
1480,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Operator,Male,89719,Asian,Widowed,36.73,1
647,Full-Time,Zone A,Temporary,Software Engineering,General - Con,MA,Laborer,Male,86545,Asian,Divorced,41.4,0
273,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Supervisor,Male,93840,Hispanic,Divorced,36.08,1
1395,Contract,Zone C,Part-Time,Production       ,Wireline Construction,MA,Groundman,Female,5184,Black,Widowed,,1
707,Part-Time,Zone C,Temporary,Production       ,General - Con,MA,Technician,Female,80920,Asian,Single,28.48,0
241,Full-Time,Zone C,Full-Time,Production       ,Underground,MA,Operator,Male,33735,Asian,Widowed,,1
487,Contract,Zone C,Temporary,Executive Office,Engineers,MA,Project Manager,Male,9758,Other,Single,,1
210,Full-Time,Zone C,Full-Time,Production       ,Aerial,MA,Engineer,Male,59441,Asian,Divorced,,1
2868,Part-Time,Zone C,Full-Time,Production       ,Aerial,MA,Groundman,Female,27767,Black,Divorced,,1
1515,Part-Time,Zone A,Part-Time,Sales,Wireline Construction,MA,Laborer,Female,37830,Other,Widowed,60.16,0
503,Contract,Zone A,Part-Time,IT/IS,General - Con,MA,Helper,Female,65218,Asian,Married,40.33,1
2600,Part-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Administrative,Female,7984,White,Single,81.41,1
394,Contract,Zone A,Temporary,IT/IS,Field Operations,MA,Manager,Male,1545,White,Single,43.83,1
1460,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Tower Hand,Male,78957,White,Divorced,,1
2561,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Lineman,Male,85255,Hispanic,Married,,1
565,Part-Time,Zone A,Full-Time,IT/IS,General - Eng,MA,Technician,Male,49077,Black,Married,,1
2016,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,MA,Foreman,Female,8971,White,Widowed,,1
519,Contract,Zone A,Temporary,IT/IS,Shop (Fleet),MA,Technician,Female,2493,White,Married,,1
1759,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Technician,Male,74447,Hispanic,Married,,1
637,Part-Time,Zone A,Part-Time,Software Engineering,Field Operations,MA,Technician,Male,67106,White,Divorced,,0
2389,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Splicer,Female,15802,Black,Married,32.72,1
2438,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Female,26583,White,Divorced,,0
104,Full-Time,Zone C,Full-Time,Sales,Project Management - Con,CA,Project Manager,Male,18409,Black,Divorced,,1
431,Full-Time,Zone B,Full-Time,IT/IS,Engineers,MA,Technician,Male,90580,Other,Married,73.9,1
229,Part-Time,Zone B,Part-Time,Production       ,Underground,MA,Laborer,Male,72523,Hispanic,Divorced,,1
2231,Full-Time,Zone A,Temporary,Sales,Engineers,AZ,Technician,Male,74016,Black,Married,,1
2311,Full-Time,Zone C,Full-Time,Sales,Field Operations,TN,Laborer,Male,86185,Hispanic,Married,,1
363,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),MA,Laborer,Female,17247,Hispanic,Single,62.14,1
2336,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Construction Manager,Female,2176,Hispanic,Single,,1
190,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,MA,Splicer,Female,37635,Hispanic,Married,,1
1902,Full-Time,Zone A,Full-Time,Executive Office,Aerial,MA,Lineman,Male,82740,Asian,Single,,1
2769,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Project Manager,Female,60139,Other,Divorced,50.06,1
403,Part-Time,Zone C,Temporary,IT/IS,Field Operations,CT,Tower Hand,Male,89892,White,Widowed,,1
2109,Contract,Zone C,Temporary,Sales,Field Operations,MA,Driller,Male,67353,Hispanic,Married,73.84,1
170,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Female,17650,Black,Single,,0
59,Part-Time,Zone C,Temporary,Sales,Fielders,IN,Engineer,Male,19665,Other,Widowed,,1
1172,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Male,82257,White,Divorced,,0
1358,Full-Time,Zone C,Full-Time,Production       ,Technology / It,MA,Director,Female,39152,White,Widowed,,1
529,Contract,Zone A,Temporary,IT/IS,General - Sga,TX,Foreman,Female,6158,Black,Widowed,27.92,1
2274,Contract,Zone A,Full-Time,Sales,Field Operations,MA,Controller,Female,11623,Black,Married,65.57,1
886,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Operator,Female,64005,Hispanic,Single,67.72,1
1120,Contract,Zone B,Temporary,Production       ,Technology / It,MA,Intern,Female,31989,Hispanic,Widowed,,1
2839,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Laborer,Female,22339,Black,Married,,1
692,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Female,49105,White,Single,,1
391,Part-Time,Zone A,Part-Time,IT/IS,Wireless,MA,Technician,Male,2138,Asian,Single,,1
682,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Female,1775,White,Divorced,43.98,0
1293,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,MA,Laborer,Male,32840,Other,Single,59.41,1
483,Part-Time,Zone A,Part-Time,IT/IS,Wireless,MA,Technician,Female,35673,White,Widowed,,1
2815,Contract,Zone C,Full-Time,Production       ,Aerial,MA,Lineman,Male,46927,Hispanic,Single,,0
2860,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Female,44442,Asian,Divorced,45.24,1
2390,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Male,79678,White,Widowed,26.06,1
125,Full-Time,Zone B,Full-Time,Sales,Field Operations,CO,Foreman,Male,28714,White,Single,82.15,1
595,Part-Time,Zone A,Temporary,Software Engineering,Field Operations,MA,Engineer,Male,12765,Black,Divorced,62.15,1
1521,Part-Time,Zone B,Temporary,Sales,Splicing,PA,Splicer,Female,46619,Black,Married,61.39,0
1910,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Engineer,Male,29639,Other,Single,,1
2349,Full-Time,Zone B,Part-Time,Production       ,General - Eng,MA,Engineer,Male,67113,White,Single,49.59,1
1672,Full-Time,Zone B,Part-Time,Production       ,General - Sga,MA,Vp,Female,66261,Hispanic,Widowed,,1
1852,Contract,Zone C,Full-Time,Production       ,Safety,MA,Safety,Male,2128,Other,Divorced,47.08,1
2665,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Lineman,Female,48374,Other,Married,45.22,1
2970,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Driller,Female,41302,Asian,Single,,1
831,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Foreman,Female,59954,Other,Widowed,,1
2369,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Program Manager,Female,96469,Asian,Married,33.98,1
861,Full-Time,Zone C,Part-Time,Production       ,Aerial,MA,Lineman,Female,69514,Hispanic,Single,,1
2008,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Planner,Male,97893,Other,Widowed,42.66,0
1988,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Technician,Female,25010,White,Married,72.23,1
720,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Lineman,Female,50894,Black,Single,,0
1352,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Director,Female,85791,Other,Married,63.74,1
1619,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,MA,Manager,Female,31663,Asian,Widowed,,1
740,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,69064,Other,Single,69.98,1
1141,Part-Time,Zone B,Full-Time,Production       ,Yard (Material Handling),MA,Coordinator,Female,15282,Asian,Divorced,,1
2357,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Foreman,Male,85699,White,Divorced,43.41,1
985,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Warehouse Technician,Female,75935,White,Widowed,,1
579,Full-Time,Zone C,Part-Time,Software Engineering,Engineers,MA,Administrative,Female,2110,White,Widowed,,1
2943,Contract,Zone C,Temporary,Production       ,General - Con,MA,Laborer,Female,57215,Asian,Widowed,,1
2845,Contract,Zone C,Part-Time,Production       ,Aerial,MA,Flagger,Male,38780,Other,Widowed,,1
1403,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,MA,Administrative,Female,78846,Black,Married,,1
2704,Contract,Zone C,Temporary,Production       ,Wireline Construction,MA,Laborer,Female,28053,Hispanic,Single,,1
